FLDNAME,DBSYMBOL,ALIAS,SYMBOLID,PROFID,DESCRIPT,REFCODE,CATEGORY,MISMO_VALUE,SRCENV,REC_CUSTOM,CREATE_DATE,MODIFY_DATE
WFS PROC GROUP,WG_RXCP,Exception Approval,28043,,Exception Approval,,,,WGS,N,12/4/2020 4:58,12/4/2020 4:58
WFS PROC GROUP,WG_SECCF,SEC Lock Confirm,21322,,Secondary Lock Confirm,,,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_SECLC,SEC Lock Change,21323,,Secondary Lock Change,,,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_SUB2L,Subordination 2nd Lvl Rev,28128,,Subordination 2nd Level Review,,0,,WGS,N,12/30/2020 2:44,12/30/2020 2:57
WFS PROC GROUP,WG_SUBPR,Subordination Processor,28129,,Subordination Processor,,0,,WGS,N,12/30/2020 2:44,12/30/2020 2:57
WFS PROC GROUP,WG_SUBUW,Subordination Underwriter 1,28130,,Subordination Underwriter 1,,0,,WGS,N,12/30/2020 2:44,12/30/2020 2:57
WFS PROC GROUP,WG_SUBV,Subordination Verify,28131,,Subordination Verify,,0,,WGS,N,12/30/2020 2:44,12/30/2020 2:57
WFS PROC GROUP,WG_SUSP,Suspense,19629,,Suspense,,,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_SUUW2,Subordination Underwriter 2,28132,,Subordination Underwriter 2,,0,,WGS,N,12/30/2020 2:44,12/30/2020 2:57
WFS PROC GROUP,WG_TMS,TeamSupport,19556,,TeamSupport,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_UW23E,Underwriting2&3Equ,19491,,Underwriting2&3Equ,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_UW2RE,Underwriting2Res,19481,,Underwriting2Res,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_UW3H,UW3HELException,19460,,UW3HELException,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_UW3R,UW3ResException,19459,,UW3ResException,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_UW3RE,Underwriting3Res,19482,,Underwriting3Res,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_UW45E,Underwriting4&5Eq,19484,,Underwriting4&5Eq,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_UW4H,UW4HELException,19462,,UW4HELException,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_UW4R,UW4ResException,19461,,UW4ResException,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_UW4RS,Underwriting4Res,19483,,Underwriting4Res,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_UW5H,UW5HelException,19464,,UW5HelException,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_UW5R,UW5ResException,19463,,UW5ResException,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_UW5RS,Underwriting5Rs,19485,,Underwriting5Rs,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_UW6E,Underwriting6Equ,19486,,Underwriting6Equ,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_UW6RE,Underwriting6Res,19487,,Underwriting6Res,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_UW7ER,Underwriting7EqRe,19488,,Underwriting7EqRe,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_UW8ER,Underwriting8EqRe,19489,,Underwriting8EqRe,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_UW9ER,Underwriting9EqRe,19490,,Underwriting9EqRe,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_UWGP,Underwriting,15946,,Underwriting,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_UWMG,Underwriting Mgmt,15947,,Underwriting Mgmt,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_WCLSG,Closing - Whls,24411,,Closing - Wholesale,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_WFUND,Funding - Whls,24412,,Funding - Wholesale,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_WHMDA,HMDA - Whls,24377,,HMDA - Wholesale,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_WIDIS,Initial Disclosure - Whls,24498,,Initial Disclosure - Wholesale,,0,G_APP,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_WIRIS,Redisclosure - Whls,24499,,Redisclosure - Wholesale,,0,G_APP,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_WLREG,Whls Loan Registration,24407,,Whls Loan Registration,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_WPLOS,Post Closing - Whls,24497,,Post Closing - Wholesale,,0,G_PCLOS,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_WPROC,Processing - Whls,24408,,Processing - Wholsale,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_WUND,Underwriting - Whls,24409,,Underwriting - Wholesale,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROC GROUP,WG_WUWMG,Underwriting Mgr - Whls,24410,,Underwriting Manager - Wholesale,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS,WFP_200,Retail Loan,15948,,Retail Loan,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS,WFP_2BCO,Correspondent,23632,,Correspondent Workflow,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS,WFP_B2B,Base B2B,19566,,Base B2B,,,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS,WFP_CONS,WGS Consumer,16491,,WGS Consumer,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS,WFP_IDX,Indexing Review,28529,,Indexing Review,,0,,WGS,N,4/12/2021 20:42,4/12/2021 20:42
WFS PROCESS,WFP_SUB,Subordination,27481,,Subordination,,0,,WGS,N,5/13/2020 12:22,6/11/2020 2:22
WFS PROCESS,WFP_WCST,Base Const Draw,25021,,Base Construction Draw,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS,WFP_WGEQ,Equity,16381,,Equity,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS,WFP_WHLS,WHLS Registration,24361,,WHLS Registration,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_2BAAR,Cor Aprvd Not Acept,23644,,Correspondent Approved Not Accepted Review,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_2BCLO,Cor Pend Close Pkg,23635,,Correspondent Pend Closing Package,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_2BCLP,Cor Close Pkg Rev,23638,,Correspondent Closing Package Review,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_2BCOQ,Cor Compliance QC,23642,,Correspondent Compliance QC,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_2BCPC,Cor Post Closing,23646,,Correspondent Post Closing,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_2BCRE,Cor Pend Credit Pkg,23634,,Correspondent Pend Credit Package,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_2BCRQ,Cor Credit QC,23641,,Correspondent Credit QC,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_2BFCI,Cor File Closed Rev,23643,,Correspondent File Closed Incomplete Review,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_2BFUN,Cor Funding,23640,,Correspondent Funding,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_2BHMA,Cor HMDA Review,23647,,Correspondent HMDA Review,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_2BLD,Cor Lock Desk,23636,,Correspondent Lock Desk,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_2BPPR,Cor PrePurchase Rev,23639,,Correspondent PrePurchase Review,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_2BPRO,Cor Underwriting,23637,,Correspondent Underwriting,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_2BPS,Cor Portal Submit,23633,,Correspondent Portal Submission,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_2BWR,Cor Withdraw Review,23645,,Correspondent Withdraw Review,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_ADHC,Ad Hoc Work Request,15949,,Ad hoc Work Request,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_AFRD,Auto Order Fraud,30513,,Auto Order Fraud,,0,,BECU,Y,10/9/2021 4:09,10/9/2021 4:09
WFS PROCESS MODEL,PM_ASSET,Base Asset,27735,,Base Asset Verification,,0,,WGS,N,6/11/2020 2:22,6/11/2020 2:22
WFS PROCESS MODEL,PM_B2B,Base B2B Proc,19567,,Base B2B Proc,,,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_CAPRL,Base Appraisal,15950,,Base Appraisal,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_CDQC,Closing Docs QC,19570,,Closing Docs QC,,,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_CFLD,Base Flood,15951,,Base Flood,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_CHMDA,Consumer HMDA,23900,,Consumer HMDA,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_CMLTR,Base Commitment Letter,30983,,Base Commitment Letter,,0,,WGS,N,4/30/2022 9:24,4/30/2022 9:24
WFS PROCESS MODEL,PM_CNOI,Base NOI,20545,,Base NOI,,,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_COLTR,Base Counter Offer,30710,,Automation of CO letters,,0,,WGS,N,2/17/2022 20:46,2/17/2022 20:46
WFS PROCESS MODEL,PM_CONDP,Debt Protection Rev,16493,,Debt Protection Rev,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_CONS,WGS Consumer,16492,,WGS Consumer,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_CPQC,Compliance QC,19569,,Compliance QC,,,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_CRED,Auto Credit,25783,,Auto Credit,,0,,WGS,N,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_CRET,Base Loan Processing,15952,,Base Loan Processing,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_CRQC,Credit QC,19568,,Credit QC,,,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_CTIT,Base Title,15953,,Base Title,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_CVOI,Consumer VOI,29116,,Consumer VOI,,0,,BECU,Y,9/2/2021 7:57,9/2/2021 7:57
WFS PROCESS MODEL,PM_CXCND,Base Const Draw,24829,,Base Construction Draw,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_EXAPR,Exception Approval,28044,,Exception Approval,,,,WGS,N,12/4/2020 4:58,12/4/2020 4:58
WFS PROCESS MODEL,PM_FLREV,FloodReview,25711,,Flood Review,,0,,WGS,N,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_IDX,Indexing Review,28530,,Indexing Review,,0,,WGS,N,4/12/2021 20:42,4/12/2021 20:42
WFS PROCESS MODEL,PM_INITC,Consumer Initial Call,28497,,Consumer Initial Call,,0,,WGS,N,3/11/2021 6:03,3/11/2021 6:03
WFS PROCESS MODEL,PM_MDIA,Application Disclosure,16659,,Application Disclosure,,0,,WGS,N,9/12/2018 16:14,10/31/2022 0:14
WFS PROCESS MODEL,PM_PAPP,Base Preapproval,20185,,Base Preapproval,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_PQUAL,Base Prequal,20304,,Base Prequal,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_RLM,RateLockMonitor,21276,,RateLockMonitor,,,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_SUB,Subordination,27482,,Subordination,,0,,WGS,N,5/13/2020 12:22,6/11/2020 2:22
WFS PROCESS MODEL,PM_UCD,Auto UCD and ULDD,27632,,Auto UCD and ULDD,,0,,WGS,N,5/13/2020 14:00,10/15/2020 20:56
WFS PROCESS MODEL,PM_WARVW,Whls Application Review,24447,,Whls Application Review,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_WFCIR,Whls File Closed Incomplete Review,24701,,Whls File Closed Incomplete Review,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_WGEQ,Equity,16382,,Equity,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_WHMDA,HMDA Review,24378,,Whls HMDA Review,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_WLLTR,Welcome Letter,32141,,Welcome Letter,,0,,WGS,N,10/7/2022 6:42,10/31/2022 0:14
WFS PROCESS MODEL,PM_WPCP,Whls Pend Credit Package,24413,,Whls Pend Credit Package,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_WREG,Registration,24360,,Whls Registration,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS PROCESS MODEL,PM_WRVW,Whls Withdraw Review,24387,,Whls Withdraw Review,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS REASSIGN RULE,WFRR_ANY,Anytime Reassignment,15954,,Anytime Reassignment,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS REASSIGN RULE,WFRR_FUT,Only After Start Dt,15955,,Only After Start Dt,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS REASSIGN RULE,WFRR_NON,Disable Reassignment,15956,,Disable Reassignment,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,NO_RES,Open,15957,,Open,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_2HR,Return to HR,15958,,Return to HR,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_AA,Auto Approval,27202,,Auto Approval,,0,,WGS,N,12/20/2019 13:18,6/11/2020 2:22
WFS RESOLUTION,R_AACP,Application Accepted,24444,,Application Accepted,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_ACCEPT,Accepted,15960,,Accepted,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_ACLRCL,Approved Clear To Close,23648,,Approved Clear To Close,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_AD,Auto Decline,27203,,Auto Decline,,0,,WGS,N,12/20/2019 13:18,6/11/2020 2:22
WFS RESOLUTION,R_ALLOW,Allowed,15962,,Allowed,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_AMAXEX,Max Attempts,27946,,Asset Max Attempts,,0,,WGS,N,11/20/2020 4:56,11/20/2020 4:56
WFS RESOLUTION,R_ANACP,Application Not Accepted,24443,,Application not Accepted,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_AORDC,AutoOrderContinue,25713,,Auto Order Continue,,0,,WGS,N,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_APCOF,Apply Counter Offer,15966,,Apply Counter Offer,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_APNAC,Approved/NotAccepted,15968,,Approved Not Accepted,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_APNOCA,ApprovedNotAccpt,15969,,Approved Not Accepted,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_APNREQ,Appl not Req,24832,,Approval Not Required,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_APPR,Appraisal Request,15971,,Appraisal Request,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_APPRL,Approved,15972,,Approved,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_APPW,Applicant Withdrawn,15975,,Applicant Withdrawn,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_APRWT,Approved With Conditions,19769,,Approved With Conditions,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_APVC,Approved / Continue,15976,,Approved / Continue,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_APVR,Approval Required,15977,,Approval Required,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_AREPND,Asset Repend,27947,,Asset Verification Repend,,0,,WGS,N,11/20/2020 4:56,11/20/2020 4:56
WFS RESOLUTION,R_ASUW,Assign Underwriter,15978,,Assign Underwriter,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_AUTWD,AutoWithdraw,24430,,Auto Withdraw,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_AWITHD,Auto Withdraw,23649,,Auto Withdraw,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_BPAR,Bypass Approval Review,28133,,Bypass Approval Review,,0,,WGS,N,12/30/2020 2:44,12/30/2020 2:57
WFS RESOLUTION,R_BPCOR,Bypass CO Review,27430,,Bypass CO Review,,0,,WGS,N,3/5/2020 8:57,6/11/2020 2:22
WFS RESOLUTION,R_BPFA,Bypass Funding Approval,27431,,Bypass Funding Approval,,0,,WGS,N,3/5/2020 8:57,6/11/2020 2:22
WFS RESOLUTION,R_BPLD,Bypass Lead,15979,,Bypass Lead,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_BPORIG,ByPass Origination,27204,,ByPass Origination,,0,,WGS,N,12/20/2019 13:18,6/11/2020 2:22
WFS RESOLUTION,R_BPQC,Bypass QC,28518,,Return to QC,,0,,WGS,N,4/12/2021 20:42,4/12/2021 20:42
WFS RESOLUTION,R_BYPC,Bypass Post Closing,30773,,Bypass Post Closing,,0,,WGS,N,3/6/2022 23:21,4/1/2022 13:17
WFS RESOLUTION,R_CANCEL,Canceled,15981,,Canceled,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_CANCOL,Cancelled Counter Offer Ltr,30711,,Cancelled Counter Offer Letter,,0,,WGS,N,2/17/2022 20:46,2/17/2022 20:46
WFS RESOLUTION,R_CANLED,Cancel,15982,,Cancelled,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_CCF,Compliance Check Fail,27826,,Compliance Check Fail,,0,,WGS,N,8/16/2020 3:36,12/4/2020 4:58
WFS RESOLUTION,R_CCON,Change to Consumer,15983,,Change to Consumer Loan,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_CCP,Compliance Check Pass,27825,,Compliance Check Pass,,0,,WGS,N,8/16/2020 3:36,8/16/2020 3:36
WFS RESOLUTION,R_CLOSC,Closing Confirmed,15986,,Closing Confirmed,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_CMTG,Change to Mortgage,15988,,Change to Mortgage Loan,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_COACCP,C/O Accepted,15991,,C/O Accepted,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_COC,ChangeofCircumstance,16675,,Change of Circumstance,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_COFFR,Counter Offer,15995,,Counter Offer,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_COMP,Complete,15998,,Complete,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_COMPF,Compliance Ease Check Fail,28045,,Compliance Ease Check Fail,,0,,WGS,N,12/4/2020 4:58,12/4/2020 4:58
WFS RESOLUTION,R_CONT,Continue,15999,,Continue,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_COX,Counter Offer Denied,16001,,Counter Offer Denied,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_CPDOF,ClosingPkgDateOnFile,23650,,Closing Package Date On File,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_CPKGRV,ClosingPkgReceived,23651,,Closing Package Received,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_CPRCD,Credit Pckg Rcvd,24428,,Credit Package Received,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_CRCLOS,Clear To Close,23652,,Clear To Close,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_CRDRSP,Credit Resp Recved,25801,,Response Received,,0,,WGS,N,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_CRPOF,CreditPkgOnFile,23653,,Credit Package On File,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_CRPR,CreditPkgReceived,23654,,Credit Package Received,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_CSUBMT,Submit To BackOffice,23655,,Submit To BackOffice,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_CWC,Comp w/Conditions,16003,,Complete With Conditions,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_DCHG,Disposition Change,16004,,Disposition Change,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_DDNEED,Disclosure Dt Needed,16006,,Disclosure Date Needed,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_DDSET,Disclosure Dt Set,16007,,Disclosure Date Present,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_DECCMP,Decision Complete,20586,,Decision Complete,,,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_DEL,Delegated,16008,,Delegated,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_DEN,Denied,16009,,Denied,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_DENIN,Denied / Incomplete,16011,,Denied / Incomplete,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_DENPR,Denied Purchase,19771,,Denied Purchase,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_DISCE,DisclosureEscalation,25662,,Disclosure Escalation,,0,,WGS,N,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_DOCDR,Docs Drawn,16016,,Docs Drawn,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_DOCSG,Docs Generated,16018,,Docs Generated,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_DOCSR,Docs Received,16019,,Docs Received,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_DSNT,DocumentSent,24503,,DocumentSent,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_EMPL,Employee Loan,16022,,Employee Loan,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_EXCEP,Workflow Exception,16024,,Workflow Exception,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_F2FAPP,Face to Face App,25660,,Face to Face Application,,0,,WGS,N,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_FAIL,Fail,16026,,Fail,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_FAPP,Funding Approved,16027,,Funding Approved,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_FCINC,File Closed Incompl,16028,,File Closed Incompl,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_FDCMP,Funding Complete,16032,,Funding Complete,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_FDRY,Dry Funding,16033,,Dry Funding,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_FOLLR,Followup Required,28627,,Followup Required,,0,,WGS,N,5/7/2021 5:55,5/7/2021 5:55
WFS RESOLUTION,R_FOLLUP,Followup,16036,,Followup,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_FRTY,Fraud Retry,30524,,Fraud Retry,,0,,BECU,Y,10/9/2021 4:09,10/9/2021 4:09
WFS RESOLUTION,R_FTAB,Table Funding,16042,,Table Funding,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_FULPKG,Full Package,20595,,Full Package,,,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_FUNDTC,Funding Date Chg,16043,,Funding Date Chg,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_FUPCMP,Followup Complete,20589,,Followup Complete,,,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_GDNL,Gen Denial letter,16048,,Gen Denial letter,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_GENMAN,Generate Manually,27483,,Generate Manually,,0,,WGS,N,5/13/2020 12:22,6/11/2020 2:22
WFS RESOLUTION,R_HAZRD,Hazard,25719,,Hazard,,0,,WGS,N,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_HCER,HMDA Compliance Error Response,27829,,HMDA Compliance Error Response,,0,,WGS,N,8/16/2020 3:36,8/16/2020 3:36
WFS RESOLUTION,R_HCRR,HMDA Compliance Response Received,27828,,HMDA Compliance Response Received,,0,,WGS,N,8/16/2020 3:36,8/16/2020 3:36
WFS RESOLUTION,R_HMDAR,HMDAReviewA,16053,,HMDA Review,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_HRAPP,HR Approved,16058,,HR Approved,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_HRDEN,HR Denied,16059,,HR Denied,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_HSCRCN,Conditions Cleared,16066,,Conditions Cleared,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_HSOGL,Originate Loan,16068,,Originate Loan,,0,,,,9/12/2018 16:14,6/11/2020 2:22
WFS RESOLUTION,R_HSSCL,Submit To Closing,16073,,Submit To Closing,,0,,,,9/12/2018 16:14,6/11/2020 2:22
