loan_number,product_type,service_fee,balance,participation_balance_90,date_interest_paid_to,original_loan_to_value_ratio,net_int,price,premium_discount,funds_due
6312932141,Refinance From Other Financial Institution,0.25,53106.54,47795.886,3/19/2022,78.88,2.24,99.75,-119.489715,47732.1276
6312985141,Purchase Vehicle,0.25,32204.82,28984.338,3/15/2022,87.87,1.74,99.75,-72.460845,28943.65669
6313004141,Purchase Vehicle,0.25,30575.48,27517.932,3/15/2022,82.3,2.49,99.75,-68.79483,27492.31394
6313007141,Purchase Vehicle,0.25,18986.46,17087.814,3/28/2022,75.49,2.24,99.75,-42.719535,17055.58123
6313021141,Refinance From Other Financial Institution,0.25,22272.65,20045.385,3/15/2022,76.41,1.74,99.75,-50.1134625,20017.25007
6313072141,Refinance From Other Financial Institution,0.25,26786.09,24107.481,2/28/2022,43.07,1.99,99.75,-60.2687025,24097.15771
6313085141,Refinance From Other Financial Institution,0.25,12469.41,11222.469,3/10/2022,51.96,2.24,99.75,-28.0561725,11213.69703
6313103141,Refinance From Other Financial Institution,0.25,8375.4,7537.86,4/1/2022,44.08,2.24,99.75,-18.84465,7521.790935
6313103142,Purchase Vehicle,0.25,7626.4,6863.76,4/1/2022,51.7,2.24,99.75,-17.1594,6849.127968
6313121141,Purchase Vehicle,0.25,20658.52,18592.668,4/2/2022,70.51,1.49,99.75,-46.48167,18549.98127
6313125141,Purchase Vehicle,0.25,20307.81,18277.029,3/31/2022,71.01,1.74,99.75,-45.6925725,18237.43545
6313142141,Refinance From Other Financial Institution,0.25,20673.73,18606.357,4/1/2022,62.6,1.74,99.75,-46.5158925,18565.16304
6313174141,Purchase Vehicle,0.25,21231.63,19108.467,4/4/2022,79.89,2.99,99.75,-47.7711675,19065.3918
6313237141,Refinance From Other Financial Institution,0.25,11289.63,10160.667,4/1/2022,54.54,1.74,99.75,-25.4016675,10138.17156
6313288141,Refinance From Other Financial Institution,0.25,14210.31,12789.279,3/22/2022,74.59,2.24,99.75,-31.9731975,12769.86382
6313310141,Purchase Vehicle,0.25,23075.55,20767.995,3/25/2022,50.94,2.24,99.75,-51.9199875,20732.64389
6313334141,Refinance From Other Financial Institution,0.25,10473.94,9426.546,3/28/2022,34.34,2.24,99.75,-23.566365,9408.764693
6313347142,Purchase Vehicle,0.25,30383.18,27344.862,3/22/2022,76.15,1.49,99.75,-68.362155,27294.36016
6313395141,Refinance From Other Financial Institution,0.25,12907.2,11616.48,3/23/2022,45.89,2.74,99.75,-29.0412,11600.51927
6313415141,Purchase Vehicle,0.25,16383.03,14744.727,2/28/2022,99.74,2.24,99.75,-36.8618175,14742.25069
6313418141,Purchase Vehicle,0.25,41501.25,37351.125,3/31/2022,81.71,1.49,99.75,-93.3778125,37268.4204
6313459141,Refinance From Other Financial Institution,0.25,25616.5,23054.85,4/2/2022,61.86,2.24,99.75,-57.637125,23004.28724
6313480141,Refinance From Other Financial Institution,0.25,12822.45,11540.205,3/25/2022,64.11,2.24,99.75,-28.8505125,11520.56136
6313491141,Refinance From Other Financial Institution,0.25,15914.61,14323.149,3/30/2022,78.01,1.74,99.75,-35.8078725,14292.80354
6313521141,Refinance From Other Financial Institution,0.25,22337.03,20103.327,3/30/2022,77.09,2.24,99.75,-50.2583175,20062.93859
6313564141,Purchase Vehicle,0.25,29965.09,26968.581,3/15/2022,70.53,1.74,99.75,-67.4214525,26930.72893
6313599141,Purchase Vehicle,0.25,22145.44,19930.896,4/6/2022,81.12,2.49,99.75,-49.82724,19882.42843
6313654141,Purchase Vehicle,0.25,24993.79,22494.411,3/28/2022,70.06,1.74,99.75,-56.2360275,22448.89834
6313658141,Refinance From Other Financial Institution,0.25,24200.88,21780.792,3/11/2022,72.84,2.24,99.75,-54.45198,21762.43049
6313680141,Purchase Vehicle,0.25,42819.81,38537.829,3/29/2022,85.66,1.74,99.75,-96.3445725,38458.01874
6313690141,Refinance From Other Financial Institution,0.25,19843.63,17859.267,3/23/2022,57.64,1.74,99.75,-44.6481675,17827.38943
6313753141,Refinance From Other Financial Institution,0.25,23486.7,21138.03,3/10/2022,111.97,2.24,99.75,-52.845075,21121.50759
6313756141,Refinance From Other Financial Institution,0.25,28805.76,25925.184,3/28/2022,56.29,2.24,99.75,-64.81296,25876.28129
6313766144,DCU Re-Finance,0.25,28736.6,25862.94,3/31/2022,66.06,1.49,99.75,-64.65735,25805.67307
6313767141,Refinance From Other Financial Institution,0.25,28611.48,25750.332,3/29/2022,63.76,3.24,99.75,-64.37583,25706.52822
6313841141,Purchase Vehicle,0.25,32954.46,29659.014,3/2/2022,76.46,1.74,99.75,-74.147535,29635.76621
6313849141,Purchase Vehicle,0.25,33789.43,30410.487,3/28/2022,67.59,1.49,99.75,-76.0262175,30346.87493
6313861141,Purchase Vehicle,0.25,14240.7,12816.63,3/21/2022,56.57,1.74,99.75,-32.041575,12794.97516
6313879141,Refinance From Other Financial Institution,0.25,17749.4,15974.46,4/1/2022,73.19,2.24,99.75,-39.93615,15940.40595
6313890141,Purchase Vehicle,0.25,20998.67,18898.803,3/21/2022,69.07,1.99,99.75,-47.2470075,18869.07234
6313931141,Refinance From Other Financial Institution,0.25,15125.42,13612.878,3/11/2022,67.6,2.24,99.75,-34.032195,13601.40216
6313935141,Refinance From Other Financial Institution,0.25,29679.02,26711.118,3/29/2022,64.74,1.49,99.75,-66.777795,26654.1538
6313986141,Purchase Vehicle,0.25,33264.82,29938.338,3/28/2022,56.1,3.24,99.75,-74.845845,29890.06756
6313997141,Purchase Vehicle,0.25,17163.15,15446.835,4/1/2022,62.41,1.99,99.75,-38.6170875,15413.27093
6313999141,Purchase Vehicle,0.25,31182.87,28064.583,3/28/2022,73.05,1.49,99.75,-70.1614575,28005.87804
6314003141,Purchase Vehicle,0.25,22103.5,19893.15,3/28/2022,83.1,2.49,99.75,-49.732875,19856.98807
6314054141,Refinance From Other Financial Institution,0.25,27807.27,25026.543,3/1/2022,63.48,2.24,99.75,-62.5663575,25020.80404
6314062142,Refinance From Other Financial Institution,0.25,30335.87,27302.283,4/4/2022,80.2,1.49,99.75,-68.2557075,27237.37089
6314108141,Refinance From Other Financial Institution,0.25,60575.08,54517.572,2/28/2022,66.86,3.24,99.75,-136.29393,54565.17406
6314193142,Refinance From Other Financial Institution,0.25,6288.37,5659.533,3/14/2022,37.43,2.49,99.75,-14.1488325,5654.650296
6314218141,Refinance From Other Financial Institution,0.25,13391.21,12052.089,1/21/2022,49.87,2.49,99.75,-30.1302225,12084.44473
6314221141,Purchase Vehicle,0.25,24256.99,21831.291,3/25/2022,82.62,1.74,99.75,-54.5782275,21790.24219
6314228142,Own Outright,0.25,25067.96,22561.164,3/25/2022,77.19,1.74,99.75,-56.40291,22518.74283
6314235141,Purchase Vehicle,0.25,16655.16,14989.644,3/1/2022,98.7,2.24,99.75,-37.47411,14986.20665
6314245141,Refinance From Other Financial Institution,0.25,42110.27,37899.243,3/16/2022,84.24,1.49,99.75,-94.7481075,37838.53153
6314256141,Refinance From Other Financial Institution,0.25,34068.74,30661.866,3/30/2022,83.66,1.49,99.75,-76.654665,30595.22474
6314275141,Purchase Vehicle,0.25,31379.82,28241.838,3/25/2022,85.56,1.99,99.75,-70.604595,28191.25029
6314278141,Purchase Vehicle,0.25,27555.4,24799.86,3/31/2022,77.84,3.24,99.75,-61.99965,24753.27024
6314298141,Refinance From Other Financial Institution,0.25,13333.27,11999.943,3/7/2022,79.96,1.74,99.75,-29.9998575,11987.67676
6314359141,Purchase Vehicle,0.25,19366.32,17429.688,2/9/2022,69.51,1.99,99.75,-43.57422,17440.27952
6314394141,Purchase Vehicle,0.25,16441.14,14797.026,3/18/2022,86.62,3.49,99.75,-36.992565,14788.33021
6314479141,Refinance From Other Financial Institution,0.25,10766.52,9689.868,3/31/2022,52.33,1.74,99.75,-24.22467,9668.876826
6314499141,Purchase Vehicle,0.25,32769.99,29492.991,3/31/2022,95.12,1.99,99.75,-73.7324775,29430.51434
6314524141,Purchase Vehicle,0.25,16561.89,14905.701,4/4/2022,36.08,2.49,99.75,-37.2642525,14871.48731
6314539141,Refinance From Other Financial Institution,0.25,14819.99,13337.991,4/1/2022,49.52,2.49,99.75,-33.3449775,13310.10546
6314563141,Refinance From Other Financial Institution,0.25,7633.27,6869.943,4/2/2022,19.37,2.24,99.75,-17.1748575,6854.87618
6314569141,Refinance From Other Financial Institution,0.25,20113.36,18102.024,3/30/2022,78.8,1.24,99.75,-45.25506,18061.68872
6314573141,Purchase Vehicle,0.25,9062.87,8156.583,3/21/2022,44.16,1.24,99.75,-20.3914575,8140.902249
6314595141,Refinance From Other Financial Institution,0.25,20717.94,18646.146,4/1/2022,48.07,1.74,99.75,-46.615365,18604.86394
6314620142,DCU Re-Finance,0.25,8306.18,7475.562,4/6/2022,26.39,1.49,99.75,-18.688905,7457.178262
6314624141,Refinance From Other Financial Institution,0.25,17733.42,15960.078,3/1/2022,48.82,2.24,99.75,-39.900195,15956.41811
6314626141,Refinance From Other Financial Institution,0.25,10690.62,9621.558,3/4/2022,55.83,1.74,99.75,-24.053895,9613.098937
6314642141,Purchase Vehicle,0.25,19140.97,17226.873,3/7/2022,56.13,2.24,99.75,-43.0671825,17216.57935
6314658141,Refinance From Other Financial Institution,0.25,19434.97,17491.473,4/6/2022,64.56,2.24,99.75,-43.7286825,17448.81777
6314663141,Purchase Vehicle,0.25,10699.62,9629.658,3/25/2022,67.19,1.74,99.75,-24.074145,9611.551605
6314664142,Purchase Vehicle,0.25,19705.65,17735.085,3/29/2022,85.86,1.99,99.75,-44.3377125,17699.44963
6314667141,Purchase Vehicle,0.25,21743.57,19569.213,4/6/2022,87.78,2.49,99.75,-48.9230325,19521.62496
6314737141,Refinance From Other Financial Institution,0.25,18379.62,16541.658,4/6/2022,61.47,2.49,99.75,-41.354145,16501.43231
6314743143,Refinance From Other Financial Institution,0.25,32188.16,28969.344,3/16/2022,69.22,1.49,99.75,-72.42336,28922.93749
6314829141,Purchase Vehicle,0.25,15503.91,13953.519,3/28/2022,77.52,2.24,99.75,-34.8837975,13927.19846
6314849141,Refinance From Other Financial Institution,0.25,25688.95,23120.055,3/29/2022,66.34,2.24,99.75,-57.8001375,23075.02473
6314898141,Purchase Vehicle,0.25,8191.26,7372.134,3/28/2022,50.18,2.49,99.75,-18.430335,7358.732874
6314901142,Purchase Vehicle,0.25,28868.36,25981.524,3/21/2022,65.8,2.24,99.75,-64.95381,25943.67639
6314923141,Purchase Vehicle,0.25,14434.3,12990.87,4/1/2022,45.93,2.24,99.75,-32.477175,12963.17631
6314941141,Refinance From Other Financial Institution,0.25,10586.03,9527.427,4/5/2022,58.73,1.74,99.75,-23.8185675,9504.516801
6314956142,Purchase Vehicle,0.25,13402.55,12062.295,3/25/2022,59.3,1.49,99.75,-30.1557375,12038.54054
6314956143,Refinance From Other Financial Institution,0.25,37947.56,34152.804,3/25/2022,92.17,2.74,99.75,-85.38201,34100.75138
6314969142,Refinance From Other Financial Institution,0.25,28089.69,25280.721,3/14/2022,69.36,1.74,99.75,-63.2018025,25246.44311
6314976142,Purchase Vehicle,0.25,13582.04,12223.836,3/28/2022,60.1,1.74,99.75,-30.55959,12199.10366
6315052141,DCU Re-Finance,0.25,53905.29,48514.761,3/30/2022,88.99,4.24,99.75,-121.2869025,48438.5596
6315060141,Refinance From Other Financial Institution,0.25,33894.42,30504.978,3/15/2022,58.24,2.49,99.75,-76.262445,30476.57912
6315084141,Refinance From Other Financial Institution,0.25,9658.34,8692.506,3/30/2022,51.44,2.24,99.75,-21.731265,8675.042398
6315121141,Refinance From Other Financial Institution,0.25,7422.37,6680.133,4/1/2022,33.58,1.74,99.75,-16.7003325,6665.343369
6315157141,Purchase Vehicle,0.25,15974.7,14377.23,3/1/2022,52.98,2.24,99.75,-35.943075,14373.93308
6315187141,Purchase Vehicle,0.25,5526.29,4973.661,3/23/2022,38.44,1.24,99.75,-12.4341525,4963.761371
6315200141,Purchase Vehicle,0.25,7772.95,6995.655,3/10/2022,54.55,1.99,99.75,-17.4891375,6988.845257
6315210141,Purchase Vehicle,0.25,11308.66,10177.794,4/5/2022,57.7,1.74,99.75,-25.444485,10153.31989
6315222141,Purchase Vehicle,0.25,41585.69,37427.121,3/29/2022,64.3,2.24,99.75,-93.5678025,37354.22527
6315227142,Refinance From Other Financial Institution,0.25,23033.47,20730.123,3/16/2022,78.28,1.49,99.75,-51.8253075,20696.91505
6315242141,Purchase Vehicle,0.25,31880.02,28692.018,3/25/2022,73.97,1.74,99.75,-71.730045,28638.06915
6315255142,Purchase Vehicle,0.25,19278.94,17351.046,3/12/2022,68.18,1.74,99.75,-43.377615,17329.17417
6315273141,Refinance From Other Financial Institution,0.25,30078.7,27070.83,3/18/2022,84.25,1.74,99.75,-67.677075,27028.96292
6315284141,Refinance From Other Financial Institution,0.25,29773.61,26796.249,3/1/2022,58.9,2.24,99.75,-66.9906225,26790.10422
6315307141,Refinance From Other Financial Institution,0.25,30674.84,27607.356,3/25/2022,79.01,1.74,99.75,-69.01839,27555.44661
6315355141,Purchase Vehicle,0.25,21948.47,19753.623,4/4/2022,93.9,1.99,99.75,-49.3840575,19707.46988
6315404141,Refinance From Other Financial Institution,0.25,16806.27,15125.643,3/1/2022,29.03,2.24,99.75,-37.8141075,15122.17446
6315413142,DCU Re-Finance,0.25,37240.24,33516.216,3/21/2022,99.32,1.49,99.75,-83.79054,33455.6848
6315418141,Refinance From Other Financial Institution,0.25,27415,24673.5,3/1/2022,85.07,1.24,99.75,-61.68375,24642.8305
6315479141,Refinance From Other Financial Institution,0.25,21028.8,18925.92,2/28/2022,83.45,2.24,99.75,-47.3148,18922.74148
6315506141,Refinance From Other Financial Institution,0.25,18593.22,16733.898,4/2/2022,54.85,2.74,99.75,-41.834745,16698.3442
6315525142,Refinance From Other Financial Institution,0.25,15439.28,13895.352,4/4/2022,65.49,1.49,99.75,-34.73838,13862.31532
6315562141,Purchase Vehicle,0.25,47971,43173.9,3/21/2022,89.5,1.74,99.75,-107.93475,43100.95385
6315599141,Refinance From Other Financial Institution,0.25,35526.33,31973.697,3/25/2022,86.44,1.24,99.75,-79.9342425,31907.88374
6315617142,Refinance From Other Financial Institution,0.25,19049.49,17144.541,3/10/2022,88.19,2.24,99.75,-42.8613525,17131.14008
6315696141,Purchase Vehicle,0.25,25938.59,23344.731,4/4/2022,62.88,1.24,99.75,-58.3618275,23288.74842
6315726141,Refinance From Other Financial Institution,0.25,10098.78,9088.902,4/1/2022,88.01,2.24,99.75,-22.722255,9069.526453
6315754141,Refinance From Other Financial Institution,0.25,36162,32545.8,3/14/2022,94.91,1.99,99.75,-81.3645,32507.02146
6315756142,Refinance From Other Financial Institution,0.25,18230.2,16407.18,3/2/2022,71.63,1.24,99.75,-41.01795,16386.22826
6315772141,Refinance From Other Financial Institution,0.25,32654.19,29388.771,4/2/2022,57.41,1.74,99.75,-73.4719275,29322.30407
6315796141,Purchase Vehicle,0.25,33667.98,30301.182,4/4/2022,87.54,2.49,99.75,-75.752955,30231.63041
6315805142,Refinance From Other Financial Institution,0.25,23227.72,20904.948,3/21/2022,78.94,1.99,99.75,-52.26237,20872.06137
6315867141,Refinance From Other Financial Institution,0.25,14131.4,12718.26,3/29/2022,81.33,1.24,99.75,-31.79565,12690.353
6315869141,Purchase Vehicle,0.25,11768.77,10591.893,2/26/2022,87.18,2.49,99.75,-26.4797325,10594.31608
6315911141,Purchase Vehicle,0.25,24854.63,22369.167,4/5/2022,67.45,2.49,99.75,-55.9229175,22316.29609
6315932141,Purchase Vehicle,0.25,20592.58,18533.322,2/15/2022,56.48,1.74,99.75,-46.333305,18532.04752
6315978141,Refinance From Other Financial Institution,0.25,18058.32,16252.488,4/2/2022,65.73,2.24,99.75,-40.63122,16216.84384
6316001141,Refinance From Other Financial Institution,0.25,28039.42,25235.478,4/1/2022,84.01,2.24,99.75,-63.088695,25181.68149
6316067141,Refinance From Other Financial Institution,0.25,16718.93,15047.037,4/1/2022,44.11,1.24,99.75,-37.6175925,15012.48653
6316096141,Purchase Vehicle,0.25,25533.13,22979.817,3/21/2022,68.73,1.24,99.75,-57.4495425,22935.63909
6316142145,Refinance From Other Financial Institution,0.25,67965.24,61168.716,3/31/2022,97.1,1.24,99.75,-152.92179,61030.34063
6316162141,Purchase Vehicle,0.25,21064.6,18958.14,3/28/2022,69.23,2.24,99.75,-47.39535,18922.37923
6316170141,Refinance From Other Financial Institution,0.25,13974.98,12577.482,4/1/2022,68.17,1.74,99.75,-31.443705,12549.6358
6316179142,Purchase Vehicle,0.25,38385.56,34547.004,3/21/2022,73.68,1.74,99.75,-86.36751,34488.63376
6316191141,Own Outright,0.25,28870.03,25983.027,3/30/2022,81.32,2.24,99.75,-64.9575675,25930.82603
6316208141,Purchase Vehicle,0.25,12881.66,11593.494,3/22/2022,62.46,2.49,99.75,-28.983735,11577.16464
6316209142,Refinance From Other Financial Institution,0.25,25065.08,22558.572,3/21/2022,61.85,1.74,99.75,-56.39643,22520.45728
6316251143,DCU Re-Finance,0.25,16650.1,14985.09,4/5/2022,57.92,1.74,99.75,-37.462725,14949.05599
6316267141,Refinance From Other Financial Institution,0.25,12075.97,10868.373,4/4/2022,45.4,1.24,99.75,-27.1709325,10842.30975
6316305141,Purchase Vehicle,0.25,29142.71,26228.439,4/2/2022,80.56,1.49,99.75,-65.5710975,26168.22138
6316352141,Purchase Vehicle,0.25,18464.75,16618.275,3/21/2022,61.97,1.99,99.75,-41.5456875,16592.13195
6316356141,Refinance From Other Financial Institution,0.25,9531.89,8578.701,4/4/2022,50.7,1.99,99.75,-21.4467525,8558.657394
6316378141,Purchase Vehicle,0.25,18080.1,16272.09,4/4/2022,55.8,1.24,99.75,-40.680225,16233.06819
6316385141,Refinance From Other Financial Institution,0.25,15203.92,13683.528,3/21/2022,63.48,2.24,99.75,-34.20882,13663.59504
6316403141,Refinance From Other Financial Institution,0.25,21745.15,19570.635,3/9/2022,72.48,1.24,99.75,-48.9265875,19540.98951
6316409141,Refinance From Other Financial Institution,0.25,19537.12,17583.408,4/1/2022,75.43,2.24,99.75,-43.95852,17545.92403
6316489142,Refinance From Other Financial Institution,0.25,8480.25,7632.225,4/1/2022,43.38,1.24,99.75,-19.0805625,7614.700157
6316493141,Purchase Vehicle,0.25,15197.77,13677.993,3/4/2022,73.51,2.24,99.75,-34.1949825,13672.33818
6316502141,Own Outright,0.25,17109.34,15398.406,4/2/2022,84.18,1.74,99.75,-38.496015,15363.58029
6316534142,Refinance From Other Financial Institution,0.25,14567.13,13110.417,4/1/2022,46.58,1.24,99.75,-32.7760425,13080.31333
6316564142,Refinance From Other Financial Institution,0.25,15450.4,13905.36,3/26/2022,67.62,2.49,99.75,-34.7634,13881.97995
6316569141,Purchase Vehicle,0.25,24676.96,22209.264,4/1/2022,68.03,2.24,99.75,-55.52316,22161.91872
6316578141,Refinance From Other Financial Institution,0.25,7001.85,6301.665,4/6/2022,42.82,2.24,99.75,-15.7541625,6286.29757
6316605141,Purchase Vehicle,0.25,18099.21,16289.289,4/4/2022,80.09,2.49,99.75,-40.7232225,16251.8995
6316614141,Purchase Vehicle,0.25,8400.48,7560.432,3/7/2022,58.54,2.24,99.75,-18.90108,7555.914383
6316635141,Refinance From Other Financial Institution,0.25,41940.91,37746.819,4/6/2022,76.08,1.74,99.75,-94.3670475,37654.25139
6316644141,Refinance From Other Financial Institution,0.25,43631.45,39268.305,3/28/2022,66.31,1.24,99.75,-98.1707625,39183.4747
6316672141,Refinance From Other Financial Institution,0.25,15798.51,14218.659,4/1/2022,50.64,1.99,99.75,-35.5466475,14187.76361
6316682141,Refinance From Other Financial Institution,0.25,35298.85,31768.965,4/5/2022,82.33,1.49,99.75,-79.4224125,31692.13633
6316733142,Purchase Vehicle,0.25,10835.62,9752.058,4/1/2022,67.93,2.24,99.75,-24.380145,9731.26875
6316738141,Purchase Vehicle,0.25,6198.81,5578.929,4/2/2022,44.04,2.49,99.75,-13.9473225,5566.884627
6316744143,Refinance From Other Financial Institution,0.25,13769.13,12392.217,3/17/2022,50.34,1.99,99.75,-30.9805425,12375.4247
6316750141,Purchase Vehicle,0.25,18182.23,16364.007,3/15/2022,83.21,1.74,99.75,-40.9100175,16341.03911
6316772141,Purchase Vehicle,0.25,15452.31,13907.079,3/7/2022,49.69,2.49,99.75,-34.7676975,13901.72192
6316787142,Own Outright,0.25,72484.09,65235.681,2/28/2022,86.16,2.49,99.75,-163.0892025,65241.70413
6316813141,Purchase Vehicle,0.25,20266.86,18240.174,3/8/2022,68.88,2.24,99.75,-45.600435,18228.15547
6316820144,Refinance From Other Financial Institution,0.25,28400.28,25560.252,3/28/2022,75.63,1.24,99.75,-63.90063,25505.03485
6316825141,Purchase Vehicle,0.25,27646.94,24882.246,3/8/2022,89.76,2.24,99.75,-62.205615,24865.85099
6316852141,Purchase Vehicle,0.25,25681.28,23113.152,3/1/2022,89.79,2.24,99.75,-57.78288,23107.85181
6316857141,Refinance From Other Financial Institution,0.25,19631.17,17668.053,2/8/2022,63.48,2.24,99.75,-44.1701325,17686.77146
6316876141,Purchase Vehicle,0.25,30578.74,27520.866,3/11/2022,96.16,1.74,99.75,-68.802165,27487.48658
6316896141,Refinance From Other Financial Institution,0.25,21706.07,19535.463,3/17/2022,76.9,2.24,99.75,-48.8386575,19511.801
6316910141,Refinance From Other Financial Institution,0.25,10559.85,9503.865,3/3/2022,45.08,2.49,99.75,-23.7596625,9502.797443
6316913142,Purchase Vehicle,0.25,17489.68,15740.712,3/23/2022,84.29,1.99,99.75,-39.35178,15714.2331
6316932141,Refinance From Other Financial Institution,0.25,33600.61,30240.549,2/15/2022,58.87,2.24,99.75,-75.6013725,30259.5964
6316958141,Refinance From Other Financial Institution,0.25,23313.4,20982.06,4/1/2022,67.67,1.74,99.75,-52.45515,20935.60629
6316969141,Purchase Vehicle,0.25,19101.8,17191.62,3/8/2022,76.1,2.24,99.75,-42.97905,17180.29237
