ALIAS||CATEGORY||CREATE_DATE||DBSYMBOL||DESCRIPT||FLDNAME||MISMO_VALUE||MODIFY_DATE||PROFID||REC_CUSTOM||REFCODE||SRCENV||SYMBOLID
"FNMA630"||||9/12/2018 4:14:42 PM||"SPC1_630"||"Resale Restrictions Terminate at Foreclosure With LTV Based on Market Value"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"630"||||18872
"FNMA631"||||9/12/2018 4:14:42 PM||"SPC1_631"||"Resale Restrictions Survive at Foreclosure"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"631"||||18881
"FHLMC681"||||9/12/2018 4:14:42 PM||"SPC1_681"||"Mortgage with Finance Motgage Insurance premium"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"681"||||17624
"FHLMC682"||||9/12/2018 4:14:42 PM||"SPC1_682"||"Mortgage with Finance Motgage Insurance premium"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"682"||||17625
"FHLMC683"||||9/12/2018 4:14:42 PM||"SPC1_683"||"Mortgage with Finance Motgage Insurance premium"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"683"||||17626
"FHLMC684"||||9/12/2018 4:14:42 PM||"SPC1_684"||"Mortgage with Finance Motgage Insurance premium"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"684"||||17627
"FHLMC685"||||9/12/2018 4:14:42 PM||"SPC1_685"||"Mortgage with Finance Motgage Insurance premium"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"685"||||17628
"FHLMC686"||||9/12/2018 4:14:42 PM||"SPC1_686"||"Mortgage with Finance Motgage Insurance premium"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"686"||||17629
"FHLMC687"||||9/12/2018 4:14:42 PM||"SPC1_687"||"Mortgage with Finance Motgage Insurance premium"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"687"||||17630
"FHLMC688"||||9/12/2018 4:14:42 PM||"SPC1_688"||"Mortgage with Finance Motgage Insurance premium"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"688"||||17631
"FHLMC689"||||9/12/2018 4:14:42 PM||"SPC1_689"||"Mortgage with Finance Motgage Insurance premium"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"689"||||17632
"FHLMC690"||||9/12/2018 4:14:42 PM||"SPC1_690"||"Mortgage with Finance Motgage Insurance premium"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"690"||||17633
"FHLMC691"||||9/12/2018 4:14:42 PM||"SPC1_691"||"Mortgage with Finance Motgage Insurance premium"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"691"||||17634
"FHLMC692"||||9/12/2018 4:14:42 PM||"SPC1_692"||"Mortgage with Finance Motgage Insurance premium"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"692"||||17635
"FHLMC693"||||9/12/2018 4:14:42 PM||"SPC1_693"||"Mortgage with Finance Motgage Insurance premium"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"693"||||17636
"FHLMC694"||||9/12/2018 4:14:42 PM||"SPC1_694"||"Mortgage with Finance Motgage Insurance premium"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"694"||||17637
"FHLMC695"||||9/12/2018 4:14:42 PM||"SPC1_695"||"Mortgage with Finance Motgage Insurance premium"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"695"||||17638
"Base LTV Max90%"||||9/12/2018 4:14:42 PM||"SPC1_6XX"||"Base LTV Max90%"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"001"||||4251
"FNMA723"||||9/12/2018 4:14:42 PM||"SPC1_723"||"1-Year Lockout Prepayment Premium Mortgage"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"723"||||18890
"FNMA736"||||9/12/2018 4:14:42 PM||"SPC1_736"||"Borrower Protection Plan Cancellation"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"736"||||18899
"FNMA798"||||9/12/2018 4:14:42 PM||"SPC1_798"||"FHA Higher Balance Mortgage Loans"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"798"||||18908
"FNMA800"||||9/12/2018 4:14:42 PM||"SPC1_800"||"Jumbo-Conforming Mortgage"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"800"||||18917
"FNMA807"||||9/12/2018 4:14:42 PM||"SPC1_807"||"DU Refi Plus Property Fieldwork Waiver"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"807"||||18926
"FNMA808"||||9/12/2018 4:14:42 PM||"SPC1_808"||"High Balance Conventional Mortgage Loans"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"808"||||18935
"FNMA818"||||9/12/2018 4:14:42 PM||"SPC1_818"||"MyCommunityMortgage ""Thin File"""||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"818"||||18944
"FHLMC903"||||9/12/2018 4:14:42 PM||"SPC1_903"||"Loan prospector mortgage delivered with Form 2070"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"903"||||17639
"FHLMC904"||||9/12/2018 4:14:42 PM||"SPC1_904"||"Loan prospector mortgage with Form FNMA 2075,a substitute for 2070"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"904"||||17640
"FHLMC916"||||9/12/2018 4:14:42 PM||"SPC1_916"||"Mortgage where the Mortgaged Premises are completed"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"916"||||17641
"FHLMC921"||||9/12/2018 4:14:42 PM||"SPC1_921"||"Mortgage where Borrower uses credit card/cash advance/line of credit to pay"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"921"||||17642
"FHLMC951"||||9/12/2018 4:14:42 PM||"SPC1_951"||"Single-wide Manufactured Home"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"951"||||17643
"FHLMC952"||||9/12/2018 4:14:42 PM||"SPC1_952"||"Multiwide Manufactured Home"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"952"||||17644
"ByDwn <=2% 2Yr FN009"||||9/12/2018 4:14:42 PM||"SPC1_B2"||"ByDwn <=2% 2Yr FN009"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"009"||||4252
"Comm Homebuyers Prog"||||9/12/2018 4:14:42 PM||"SPC1_CHP"||"Comm Homebuyers Prog"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"061"||||4253
"FHLMCD25"||||9/12/2018 4:14:42 PM||"SPC1_D25"||"Mortgages using Employer Assisted Homeownership Benefits"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"D25"||||17645
"FHLMCD49"||||9/12/2018 4:14:42 PM||"SPC1_D49"||"Newly Built Home Mortgage site-built"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"D49"||||17646
"FHLMCD50"||||9/12/2018 4:14:42 PM||"SPC1_D50"||"Newly Built Home Mortgage Manufactured Home"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"D50"||||17647
"FHLMCD51"||||9/12/2018 4:14:42 PM||"SPC1_D51"||"Construction conversion (or)Renovation Mortgage site-built"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"D51"||||17648
"FHLMCD52"||||9/12/2018 4:14:42 PM||"SPC1_D52"||"Construction Conversion Mortgage Manufactured Home"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"D52"||||17649
"FHLMCD69"||||9/12/2018 4:14:42 PM||"SPC1_D69"||"Renovation Mortgage site-built"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"D69"||||17650
"FHLMCD99"||||9/12/2018 4:14:42 PM||"SPC1_D99"||"FHLMC-owned ""no cash-out"" refinance"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"D99"||||17651
"FHLMCG00"||||9/12/2018 4:14:42 PM||"SPC1_G00"||"Home Possible® 97 Mortgage"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"G00"||||17652
"FHLMCG01"||||9/12/2018 4:14:42 PM||"SPC1_G01"||"Home Possible Solution® 97 Mortgage"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"G01"||||17653
"FHLMCG02"||||9/12/2018 4:14:42 PM||"SPC1_G02"||"Home Possible 100 Mortgage"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"G02"||||17654
"FHLMCG03"||||9/12/2018 4:14:42 PM||"SPC1_G03"||"Home Possible Neighborhood Solution 100 Mortgage"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"G03"||||17655
"FHLMCG18"||||9/12/2018 4:14:42 PM||"SPC1_G18"||"Home Possible Mortgage entered into Loan Prospector"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"G18"||||17656
"FHLMCG20"||||9/12/2018 4:14:42 PM||"SPC1_G20"||"Home Possible 3% Cash Mortgage"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"G20"||||17657
"FHLMCG21"||||9/12/2018 4:14:42 PM||"SPC1_G21"||"Home Possible Neighborhood Solution 3% Cash Mortgage"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"G21"||||17658
"FHLMCH09"||||9/12/2018 4:14:42 PM||"SPC1_H09"||"Condominiums with PERS Approval"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"H09"||||17659
"FHLMCH10"||||9/12/2018 4:14:42 PM||"SPC1_H10"||"Streamlined Condo Review Allowed for established Projects"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"H10"||||17660
"FHLMCH24"||||9/12/2018 4:14:42 PM||"SPC1_H24"||"Condominium Unit- FHMA Owned"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||||"H24"||||17661
"Indemnification"||||9/12/2018 4:14:42 PM||"SPC1_IND"||"Indemnification"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"033"||||4254
"FHLMCJ07"||||5/13/2020 2:00:26 PM||"SPC1_J07"||"Non-profit not affiliated with Government Agency Affordable Second"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||"N"||"J07"||"WGS"||27582
"FHLMCJ08"||||9/6/2019 2:27:05 PM||"SPC1_J08"||"Green Choice Mortgage"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||"N"||"J08"||"WGS"||26720
"FHLMCJ23"||||5/13/2020 2:00:26 PM||"SPC1_J23"||"Mortgage using the ARM Notes and Riders"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||"N"||"J23"||"WGS"||27583
"FHLMCJ28"||||5/13/2020 2:00:26 PM||"SPC1_J28"||"Duty to Serve (DTS) GreenCHOICE Mortgage to pay off outstanding energy debt"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||"N"||"J28"||"WGS"||27584
"FHLMCJ54"||||5/13/2020 2:00:26 PM||"SPC1_J54"||"Home Possible Mortgage with Seller-funded Affordable Second"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||||"N"||"J54"||"WGS"||27585
"Non Pool UW Concessi"||||9/12/2018 4:14:42 PM||"SPC1_NUC"||"Non Pool UW Concessi"||"Spec. Feature Code 3"||||6/11/2020 2:21:47 AM||2||||"011"||||4255
"FHLMCJ05"||||6/24/2021 6:49:59 AM||"FHJ05"||"FHLMCJ05"||"Spec. Feature Code 4"||||10/29/2021 1:34:57 PM||||"N"||"J05"||"WGS"||28778
"H03"||||9/12/2018 4:14:42 PM||"FHLMCH03"||"Home Value Explorer, HVE"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"H03"||||5982
"H06"||||9/12/2018 4:14:42 PM||"FHLMCH06"||"Freddie Mac Relief Refinance Mortgage"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||2||||||||5972
"147"||||9/12/2018 4:14:42 PM||"FNMA147"||"DU Refi Plus Plus"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||2||||||||5992
"288"||||9/12/2018 4:14:42 PM||"FNMA288"||"Refi Plus"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||2||||||||6012
"807"||||9/12/2018 4:14:42 PM||"FNMA807"||"DU Refi Plus Fieldwork waiver"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||2||||||||6002
"Alt Mtg Ins Claim"||||9/12/2018 4:14:42 PM||"SFC!_AMI"||"Alt Mtg Ins Claim"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||2||||"032"||||4256
"FNMA001"||||9/12/2018 4:14:42 PM||"SFC_001"||"Recourse"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"001"||||17761
"FHLMC003"||||9/12/2018 4:14:42 PM||"SFC_003"||"Cash-Out Refinance"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"003"||||17694
"FNMA003"||||9/12/2018 4:14:42 PM||"SFC_003B"||"Cash-Out Refinance"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"003"||||17762
"FHLMC007"||||9/12/2018 4:14:42 PM||"SFC_007"||"Ltd Cash-Out/No Cash-Out Refinance"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"007"||||17695
"FNMA007"||||9/12/2018 4:14:42 PM||"SFC_007B"||"Ltd Cash-Out/No Cash-Out Refinance"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"007"||||18450
"FHLMC019"||||9/12/2018 4:14:42 PM||"SFC_019"||"Lender-Purchased Mortgage Insurance"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"019"||||17700
"FHLMC038"||||9/12/2018 4:14:42 PM||"SFC_038"||"Convertible ARMs - market option"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"038"||||17701
"FNMA061"||||9/12/2018 4:14:42 PM||"SFC_061"||"Community Home Buyer"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"061"||||17777
"FNMA070"||||9/12/2018 4:14:42 PM||"SFC_070"||"RTC loans"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"070"||||17778
"FHLMC071"||||9/12/2018 4:14:42 PM||"SFC_071"||"Mortgage was originated under FHLMC special Housing Initiatives"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"071"||||17702
"FNMA072"||||9/12/2018 4:14:42 PM||"SFC_072"||"MAGNET 5"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"072"||||17779
"FNMA073"||||9/12/2018 4:14:42 PM||"SFC_073"||"Magnet 3/2"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"073"||||17780
"FNMA074"||||9/12/2018 4:14:42 PM||"SFC_074"||"Community Home Buyers 3/2"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"074"||||18426
"FNMA079"||||9/12/2018 4:14:42 PM||"SFC_079"||"SHO-Accessory Housing"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"079"||||17781
"FNMA080"||||9/12/2018 4:14:42 PM||"SFC_080"||"ECHO Housing"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"080"||||17782
"FNMA081"||||9/12/2018 4:14:42 PM||"SFC_081"||"SHO-Homesharing"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"081"||||17783
"FNMA082"||||9/12/2018 4:14:42 PM||"SFC_082"||"SHO-Sale/Leasing"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"082"||||17784
"FNMA084"||||9/12/2018 4:14:42 PM||"SFC_084"||"FmHA Mortgage"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"084"||||17785
"FNMA086"||||9/12/2018 4:14:42 PM||"SFC_086"||"FmHA-Modified Special Servicing"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"086"||||17786
"FNMA121"||||9/12/2018 4:14:42 PM||"SFC_121"||"Fannie 97 Mortgages"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"121"||||17790
"FNMA127"||||9/12/2018 4:14:42 PM||"SFC_127"||"Desktop Underwriter®(DU Loan(Seller-Initiated Evaluation)"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"127"||||18494
"FHLMC170"||||9/12/2018 4:14:42 PM||"SFC_170"||"Flood Insurance — Special Flood Hazard Area"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"170"||||17704
"FNMA170"||||9/12/2018 4:14:42 PM||"SFC_170B"||"Flood Insurance — Special Flood Hazard Area"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"170"||||18503
"FHLMC180"||||9/12/2018 4:14:42 PM||"SFC_180"||"No Flood Insurance—Not a Special Flood Hazard Area"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"180"||||17706
"FNMA180"||||9/12/2018 4:14:42 PM||"SFC_180B"||"No Flood Insurance—Not a Special Flood Hazard Area"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"180"||||18512
"FNMA206"||||9/12/2018 4:14:42 PM||"SFC_206"||"Flexible 97®"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"206"||||18521
"FHLMC211"||||9/12/2018 4:14:42 PM||"SFC_211"||"Correspondent Third-Party Origination"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"211"||||17711
"FNMA212"||||9/12/2018 4:14:42 PM||"SFC_212"||"Broker Third-Party Origination"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"212"||||17791
"FHLMC213"||||9/12/2018 4:14:42 PM||"SFC_213"||"Loan Processed by LP"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"213"||||17713
"FHLMC214"||||9/12/2018 4:14:42 PM||"SFC_214"||"LP loan/Accept Plus"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||||||"213"||||17714
"FNMA214"||||9/12/2018 4:14:42 PM||"SFC_214B"||"Desktop Underwriter Loan"||"Spec. Feature Code 4"||||6/11/2020 2:21:47 AM||2||||"214"||||18530
"FHLMC257"||||9/12/2018 4:14:42 PM||"SFC_257"||"Mortgage secured by California condominium with partial deductibles"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"257"||||17717
"FHLMC259"||||9/12/2018 4:14:42 PM||"SFC_259"||"Mortgage secured by California condominium with deductibles"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"259"||||17718
"FHLMC261"||||9/12/2018 4:14:42 PM||"SFC_261"||"Mortgage secured by California condominium with deductibles"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"261"||||17719
"FNMA304"||||9/12/2018 4:14:42 PM||"SFC_304"||"Texas Section 50(a)(6) Mortgage"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"304"||||18539
"FNMA343"||||9/12/2018 4:14:42 PM||"SFC_343"||"DU Recommendation Override"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"343"||||18548
"FNMA508"||||9/12/2018 4:14:42 PM||"SFC_508"||"eMortgage"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"508"||||17792
"FHLMC531"||||9/12/2018 4:14:42 PM||"SFC_531"||"Aff Gold w/recourse, high GMW or LP Caution"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"001"||||17721
"FNMA868"||||6/24/2021 6:49:59 AM||"SFC_868"||"FNMA868"||"Spec. Feature Code 4"||||10/29/2021 1:34:57 PM||||"N"||"868"||"WGS"||28779
"FNMA009"||||9/12/2018 4:14:42 PM||"SFC1_009"||"Moderate Interest Rate Buydown"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"009"||||17763
"FNMA010"||||9/12/2018 4:14:42 PM||"SFC1_010"||"Non-Poolable Special Loan/Product Type"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"010"||||17764
"FHLMC013"||||9/12/2018 4:14:42 PM||"SFC1_013"||"Restricted Relocation Mortgage"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"013"||||17697
"FHLMC014"||||9/12/2018 4:14:42 PM||"SFC1_014"||"Significant Interest Rate Buydown"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"014"||||17698
"FNMA015"||||9/12/2018 4:14:42 PM||"SFC1_015"||"MBS Second Mortgage"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"015"||||18557
"FNMA016"||||9/12/2018 4:14:42 PM||"SFC1_016"||"GPM — GP Period Ended"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"016"||||18566
"FNMA018"||||9/12/2018 4:14:42 PM||"SFC1_018"||"FDIC Loan"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"018"||||18575
"FNMA033"||||9/12/2018 4:14:42 PM||"SFC1_033"||"Indemnification"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"033"||||18584
"FNMA034"||||9/12/2018 4:14:42 PM||"SFC1_034"||"Time-saver loans"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"034"||||17770
"FNMA036"||||9/12/2018 4:14:42 PM||"SFC1_036"||"Fixed-Rate Resale of Converted ARM"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"036"||||17771
"FNMA037"||||9/12/2018 4:14:42 PM||"SFC1_037"||"Convertible ARM — Take-Out Option"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"037"||||17772
"FNMA038"||||9/12/2018 4:14:42 PM||"SFC1_038"||"Convertible ARM — Market Rate Option"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"038"||||17773
"FNMA047"||||9/12/2018 4:14:42 PM||"SFC1_047"||"Federal Subsidy"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"047"||||18441
"FNMA048"||||9/12/2018 4:14:42 PM||"SFC1_048"||"State or local government subsidy program"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"048"||||17774
"FNMA049"||||9/12/2018 4:14:42 PM||"SFC1_049"||"Public or Private Subsidy"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"049"||||17775
"FNMA087"||||9/12/2018 4:14:42 PM||"SFC1_087"||"RD-Guaranteed Mortgage —Special Servicing Option"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"087"||||17787
"FNMA089"||||9/12/2018 4:14:42 PM||"SFC1_089"||"Government Home Improvement Mortgage"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"089"||||17788
"FNMA118"||||9/12/2018 4:14:42 PM||"SFC1_118"||"Community Seconds®"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"118"||||17789
"FNMA129"||||9/12/2018 4:14:42 PM||"SFC1_129"||"Native Hawaiian Mortgage"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"129"||||18593
"FNMA130"||||9/12/2018 4:14:42 PM||"SFC1_130"||"Native American Other"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"130"||||18602
"FNMA175"||||9/12/2018 4:14:42 PM||"SFC1_175"||"Flood Insurance — Not a Special Flood Hazard Area"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"175"||||18611
"LTV >75% &Sub Fin"||||9/12/2018 4:14:42 PM||"SFC1_187"||"Mortgages Subject to 80-10-10 Subordinate Financing"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"187"||||4257
"FDIC Loan FN018"||||9/12/2018 4:14:42 PM||"SFC1_18B"||"FDIC Loan FN018"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||2||||"018"||||4258
"FNMA201"||||9/12/2018 4:14:42 PM||"SFC1_201"||"FHA Section 248 Native American Mortgage"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"201"||||18624
"FNMA202"||||9/12/2018 4:14:42 PM||"SFC1_202"||"HUD Section 184 and 184A Mortgage"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"202"||||18633
"Flexible 97"||||9/12/2018 4:14:42 PM||"SFC1_206"||"Flexible 97"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||2||||"206"||||4259
"HomeStyle Home Imp"||||9/12/2018 4:14:42 PM||"SFC1_215"||"HomeStyle® Renovation Mortgage"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"215"||||4260
"Enhanced Processing"||||9/12/2018 4:14:42 PM||"SFC1_216"||"Lease-Purchase Option Mortgage"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"216"||||4261
"Tribal Trust Land"||||9/12/2018 4:14:42 PM||"SFC1_218"||"Tribal Trust Land"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||2||||"218"||||4262
"RHS Direct Loan"||||9/12/2018 4:14:42 PM||"SFC1_220"||"RHS Direct Loan"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||2||||"220"||||4263
"FNMA221"||||9/12/2018 4:14:42 PM||"SFC1_221"||"Native American Conventional Lending Initiative"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"221"||||18650
"Undisb HELOC<= 100%"||||9/12/2018 4:14:42 PM||"SFC1_234"||"Undisb HELOC<= 100%"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||2||||"234"||||4264
"FNMA235"||||9/12/2018 4:14:42 PM||"SFC1_235"||"Manufactured Home Mortgages"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"235"||||18659
"DU mtg w/Form 2070"||||9/12/2018 4:14:42 PM||"SFC1_236"||"Delivery of Refinanced or Modified Balloon Mtg"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"236"||||4265
"80-10-10 LTV No MI"||||9/12/2018 4:14:42 PM||"SFC1_281"||"Financed MI"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"281"||||4266
"FNMA283"||||9/12/2018 4:14:42 PM||"SFC1_283"||"Financed MI, Gross LTV ratio > 95 percent"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"283"||||18676
"FHLMC288"||||9/12/2018 4:14:42 PM||"SFC1_288"||"Refi Plus™"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"288"||||18469
"FHLMC289"||||9/12/2018 4:14:42 PM||"SFC1_289"||"Streamlined refinance Mortgage other than Freddie Mac-  owned streamlined refina"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"289"||||18474
"DU C/O Refi over 75%"||||9/12/2018 4:14:42 PM||"SFC1_333"||"DU C/O Refi over 75%"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||2||||"333"||||4269
"LTV75-90 1 time cons"||||9/12/2018 4:14:42 PM||"SFC1_338"||"Mtg Sub to 80-15-5 or 90-5-5 Sub Fin"||"Spec. Feature Code 4"||||6/11/2020 2:22:17 AM||||||"338"||||4270
"LTV70-75 1 time cons"||||9/12/2018 4:14:42 PM||"SFC1_339"||"Mtg Sub to 75-20-5 Subordinate Financing"||"Spec. Feature Code 4"||||6/11/2020 2:22:18 AM||||||"339"||||4271
"OO C/O 80-85 LTV"||||9/12/2018 4:14:42 PM||"SFC1_383"||"OO C/O 80-85 LTV"||"Spec. Feature Code 4"||||6/11/2020 2:22:18 AM||2||||"383"||||4272
